"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ERLEC1",1.75809574499858e-78,1.96121854522677,0.294,0.053,4.59583808700078e-74,"6","ERLEC1"
"RRBP11",2.32940286463336e-78,2.04816775256624,0.492,0.146,6.08929202843806e-74,"6","RRBP1"
"HSPA51",1.22713836731003e-76,1.88100307241479,0.757,0.379,3.20786240598514e-72,"6","HSPA5"
"KDELR2",3.3982154090558e-75,1.91943928003888,0.259,0.043,8.88327490081276e-71,"6","KDELR2"
"UBE2J11",5.51602642302256e-75,1.92747584327256,0.508,0.159,1.44194446724233e-70,"6","UBE2J1"
"MAN1A1",1.41085748282706e-73,1.88120903201409,0.413,0.105,3.68812254585821e-69,"6","MAN1A1"
"SUB1",2.54140798172511e-71,1.62029316794016,0.481,0.141,6.6434946050276e-67,"6","SUB1"
"DNAJB11",1.27385610951943e-69,1.64318260810162,0.347,0.078,3.32998725589473e-65,"6","DNAJB11"
"CXXC5",5.0040287787983e-68,1.34301439611983,0.259,0.046,1.30810316306566e-63,"6","CXXC5"
"TP53INP1",7.68779967804617e-68,1.1727834869177,0.288,0.056,2.00966771383805e-63,"6","TP53INP1"
"CLPTM1L",8.42903078098182e-66,1.5823576325091,0.27,0.051,2.20343293645646e-61,"6","CLPTM1L"
"HDLBP1",1.38074582719096e-64,1.74213010318249,0.447,0.134,3.60940766685989e-60,"6","HDLBP"
"SEC61A1",1.61155388449484e-62,1.51724758964691,0.365,0.093,4.21276300945796e-58,"6","SEC61A1"
"ST6GAL1",2.59753092441165e-62,1.34110970967356,0.344,0.081,6.79020558950451e-58,"6","ST6GAL1"
"NOMO1",4.19808024319335e-61,1.7574867154259,0.296,0.065,1.09742015637317e-56,"6","NOMO1"
"HM13",1.35813314748612e-58,1.58760602052825,0.278,0.06,3.55029586084346e-54,"6","HM13"
"ISG20",6.67238377602004e-58,1.27242948745523,0.524,0.177,1.7442278428894e-53,"6","ISG20"
"NUCB2",1.83269598830089e-57,1.28804454502912,0.259,0.053,4.79085058301735e-53,"6","NUCB2"
"HIST1H1C",3.24106546938481e-56,1.68557765669929,0.347,0.092,8.47246924351884e-52,"6","HIST1H1C"
"SEL1L",1.84206024792741e-55,1.57924270908244,0.32,0.081,4.81532969410705e-51,"6","SEL1L"
"HSPD1",2.43718445343169e-55,1.62883913849604,0.27,0.06,6.37104387971579e-51,"6","HSPD1"
"SPCS1",4.47660551827103e-55,1.3445022703765,0.347,0.091,1.17022944853123e-50,"6","SPCS1"
"SEC61B",7.70376893043418e-55,1.31351355352161,0.294,0.069,2.0138422361048e-50,"6","SEC61B"
"P4HB1",2.84972531496674e-54,1.41208193262186,0.437,0.14,7.44946694585456e-50,"6","P4HB"
"EDEM1",4.72514396740259e-54,1.29787001667465,0.312,0.077,1.23519988451871e-49,"6","EDEM1"
"CCND21",4.10064835575801e-53,1.3038433666755,0.413,0.123,1.0719504866787e-48,"6","CCND2"
"SPCS3",5.08092808394363e-52,1.31711050190485,0.45,0.151,1.3282054104237e-47,"6","SPCS3"
"PABPC4",3.57078717838191e-51,1.29317516786939,0.312,0.08,9.33439476300816e-47,"6","PABPC4"
"RPN21",1.93428726965025e-50,1.37419006460114,0.452,0.155,5.05642035159271e-46,"6","RPN2"
"SLAMF71",6.69997076890925e-50,1.14116580205939,0.413,0.127,1.75143935870057e-45,"6","SLAMF7"
"PRDM11",1.40384492842776e-48,0.964825220058249,0.362,0.102,3.669791027403e-44,"6","PRDM1"
"TUBB",1.78327919397626e-47,2.09633179890375,0.257,0.063,4.66167014097335e-43,"6","TUBB"
"TRAM1",5.54289621473538e-47,1.2628420769069,0.389,0.123,1.44896849949398e-42,"6","TRAM1"
"H2AFZ",2.20037579464326e-46,1.43121264085283,0.347,0.104,5.75200236477694e-42,"6","H2AFZ"
"RPN11",1.20829863912413e-45,1.23680309727868,0.362,0.112,3.15861347253438e-41,"6","RPN1"
"HIST1H1D",1.69014450557201e-45,1.53303712149971,0.381,0.124,4.41820675201578e-41,"6","HIST1H1D"
"LMAN21",2.21627225653825e-44,1.17525791157719,0.386,0.126,5.79355730581663e-40,"6","LMAN2"
"NCOA3",1.5266775048772e-43,1.33851189990485,0.354,0.111,3.99088766549948e-39,"6","NCOA3"
"TMED91",2.01119072822114e-43,1.31190204274486,0.341,0.104,5.25745368264289e-39,"6","TMED9"
"RABAC1",1.12337257639549e-42,1.05542940409447,0.251,0.062,2.93660825195545e-38,"6","RABAC1"
"DDOST1",5.57415270648706e-42,1.62194846768717,0.299,0.087,1.45713925900278e-37,"6","DDOST"
"SRPR",1.00146603080189e-41,1.06424763480269,0.317,0.093,2.61793235111921e-37,"6","SRPR"
"SND1",1.61729489329363e-41,0.998596213868243,0.302,0.086,4.22777058055887e-37,"6","SND1"
"PSMA2",1.74480560724313e-40,0.860469430914759,0.259,0.068,4.56109633789427e-36,"6","PSMA2"
"CALR1",4.35330809626264e-40,1.20338169520106,0.545,0.244,1.13799826944402e-35,"6","CALR"
"ATP5G3",1.91094528255581e-38,1.09454971782238,0.302,0.09,4.99540206312916e-34,"6","ATP5G3"
"TMED10",2.23271119335614e-38,0.976719999048939,0.347,0.113,5.83653033055229e-34,"6","TMED10"
"PEBP1",3.02047025508962e-38,0.756521808182452,0.272,0.075,7.89581129382977e-34,"6","PEBP1"
"STT3B",8.55222992372038e-38,0.967580962603397,0.336,0.109,2.23563842435974e-33,"6","STT3B"
"VCP",1.90836298999327e-37,1.13569546165297,0.402,0.149,4.98865169214141e-33,"6","VCP"
"PARP1",8.6405375875599e-37,1.18531362400962,0.315,0.1,2.25872293076403e-32,"6","PARP1"
"LDHB1",2.97851936537942e-36,0.868709260995652,0.386,0.136,7.78614747303833e-32,"6","LDHB"
"COX5A",8.04835371313275e-36,0.896319091474619,0.278,0.082,2.10392014415003e-31,"6","COX5A"
"ATP5A11",7.68369976274579e-35,1.03992535242519,0.415,0.162,2.00859595497938e-30,"6","ATP5A1"
"CANX1",1.46438013673332e-34,1.09566761068588,0.574,0.282,3.82803611543456e-30,"6","CANX"
"COPB1",4.04236479620666e-34,1.22082625117334,0.257,0.075,1.05671458137638e-29,"6","COPB1"
"RPLP01",2.22532476972146e-33,0.904456541325557,0.624,0.319,5.81722148052887e-29,"6","RPLP0"
"SEC14L11",4.00977535536845e-33,0.70059530005119,0.278,0.086,1.04819537564687e-28,"6","SEC14L1"
"RAN",6.28210677854259e-33,1.15538859143764,0.307,0.102,1.64220553297882e-28,"6","RAN"
"NOP56",9.97436401029937e-33,0.866069664370513,0.272,0.083,2.60739849593236e-28,"6","NOP56"
"SLC38A2",2.01441329545412e-32,1.00928344109865,0.27,0.083,5.2658777956466e-28,"6","SLC38A2"
"HSPA82",2.18513193013036e-32,0.809826937904011,0.426,0.169,5.71215337855377e-28,"6","HSPA8"
"CCT81",3.18953041351503e-32,0.911996756001521,0.299,0.098,8.33775145396965e-28,"6","CCT8"
"USP48",1.06463198339294e-31,0.737619918558629,0.288,0.093,2.78305446778747e-27,"6","USP48"
"TRIB11",2.57323044148237e-31,1.02500500442849,0.275,0.089,6.72668169707906e-27,"6","TRIB1"
"SEC63",4.91775316211762e-31,0.812243608066461,0.278,0.089,1.28554985410917e-26,"6","SEC63"
"TUFM",5.38968690553073e-31,0.89993201799593,0.267,0.084,1.40891805397479e-26,"6","TUFM"
"SSR2",6.79839249464173e-31,0.739726682128238,0.341,0.123,1.77716778202429e-26,"6","SSR2"
"ILF2",1.38764315417638e-30,1.19256712871299,0.251,0.078,3.62743796933249e-26,"6","ILF2"
"CHCHD2",2.33121363899875e-30,0.811717895674031,0.31,0.107,6.09402557370662e-26,"6","CHCHD2"
"SRP72",4.59087007713056e-30,0.918482772492189,0.328,0.119,1.2000993468627e-25,"6","SRP72"
"DNAJC3",1.48861951724417e-29,0.785382393799403,0.291,0.099,3.891400280028e-25,"6","DNAJC3"
"TBC1D11",2.1944510404117e-29,0.877937187757465,0.294,0.1,5.73651446474021e-25,"6","TBC1D1"
"UQCRH",3.03632545321993e-29,0.759486163472793,0.341,0.128,7.93725836726222e-25,"6","UQCRH"
"TMED2",8.99457975942037e-29,0.587207226628639,0.278,0.092,2.35127309491008e-24,"6","TMED2"
"DAD1",1.39147224789551e-28,0.815435315537519,0.254,0.081,3.63744760322364e-24,"6","DAD1"
"YARS",2.16128116522734e-28,0.648192012191604,0.272,0.091,5.64980509402078e-24,"6","YARS"
"IDH2",5.69821868213985e-28,0.458918279666527,0.275,0.091,1.48957134569818e-23,"6","IDH2"
"CUTA",8.01724300410923e-28,0.583919738817447,0.27,0.089,2.09578749370419e-23,"6","CUTA"
"EIF5B",2.45153699040304e-27,0.851374753857342,0.275,0.094,6.40856284661258e-23,"6","EIF5B"
"H2AFV",1.11922918581323e-26,0.535663651264666,0.275,0.095,2.92577701463437e-22,"6","H2AFV"
"GOLGB1",3.59957835998445e-26,0.596811043314546,0.344,0.134,9.40965779083536e-22,"6","GOLGB1"
"SRSF2",6.6919959103765e-26,0.862680085449975,0.307,0.115,1.74935465093152e-21,"6","SRSF2"
"SSRP1",1.17013304194087e-25,0.713253378396721,0.254,0.086,3.05884478493764e-21,"6","SSRP1"
"RNA18S5",5.57874909602495e-25,0.323099930387247,0.997,1,1.45834080119188e-20,"6","RNA18S5"
"UBR5",8.43695697245358e-25,0.617237236551957,0.296,0.109,2.20550492216909e-20,"6","UBR5"
"ANP32E",1.03510518165678e-24,0.663764255282025,0.291,0.108,2.70586845536898e-20,"6","ANP32E"
"NPM11",1.06414138320686e-24,0.531401314063124,0.394,0.167,2.78177198984104e-20,"6","NPM1"
"PSMB6",1.63680117766587e-24,0.683136489802574,0.294,0.11,4.27876195853635e-20,"6","PSMB6"
"PRKDC",1.66502029372917e-24,0.726794085303106,0.307,0.117,4.35252954983742e-20,"6","PRKDC"
"SPTBN12",1.75765326731686e-24,0.805895615402189,0.41,0.18,4.594681406093e-20,"6","SPTBN1"
"MT-ND4L",3.002238502373e-24,0.725994175351591,0.312,0.12,7.84815166905326e-20,"6","MT-ND4L"
"FUBP1",3.15445232252901e-24,0.474738163521607,0.272,0.097,8.24605381632308e-20,"6","FUBP1"
"PPM1G",6.96249556265095e-24,0.552003294976716,0.27,0.097,1.82006596503258e-19,"6","PPM1G"
"SSR1",1.09954213559298e-23,0.739495315184616,0.325,0.132,2.87431309665361e-19,"6","SSR1"
"EPRS",1.91049183885512e-23,0.506674367769214,0.286,0.107,4.99421671595116e-19,"6","EPRS"
"POMP",3.04403202848316e-23,0.612165961062094,0.251,0.089,7.95740412565783e-19,"6","POMP"
"PSMD81",7.16596017316238e-23,0.467994982348066,0.262,0.095,1.87325364886638e-18,"6","PSMD8"
"SMC1A1",1.24222857935709e-22,0.776073218836979,0.275,0.105,3.24730972929737e-18,"6","SMC1A"
"RPS51",1.36618410779038e-22,0.572297687265526,0.64,0.364,3.57134187617482e-18,"6","RPS5"
"HNRNPD2",1.45668523870715e-22,0.771090165844006,0.437,0.208,3.80792088250437e-18,"6","HNRNPD"
"ATF4",2.30404644074053e-22,0.586536836710312,0.481,0.239,6.02300780073981e-18,"6","ATF4"
"CLTC1",2.70482732507381e-22,0.551273982405274,0.352,0.149,7.07068911047546e-18,"6","CLTC"
"ANAPC5",4.94927441878551e-22,0.315509646361231,0.317,0.127,1.29378982581472e-17,"6","ANAPC5"
"EIF4G11",1.26068521160766e-21,0.692642853781213,0.392,0.179,3.29555721166357e-17,"6","EIF4G1"
"SEC62",5.51415554875849e-21,0.387510478759126,0.32,0.132,1.44145540200096e-16,"6","SEC62"
"SERP11",5.83272186144498e-21,0.412982931097705,0.378,0.168,1.52473182180033e-16,"6","SERP1"
"GOLGA3",6.88683790022125e-21,0.580397316193731,0.275,0.107,1.80028829549684e-16,"6","GOLGA3"
"APOBEC3C",7.73717288433896e-21,0.441405422091439,0.294,0.117,2.02257436369505e-16,"6","APOBEC3C"
"SEC31A",1.040185072704e-20,0.546041334653038,0.275,0.108,2.71914779855554e-16,"6","SEC31A"
"TM9SF3",1.8154546481053e-20,0.57251110457882,0.28,0.112,4.74577999561206e-16,"6","TM9SF3"
"ANP32B",1.86724490185223e-20,0.640527031949306,0.341,0.15,4.88116489793191e-16,"6","ANP32B"
"GNAS",3.95590492205618e-20,0.598532136240447,0.64,0.375,1.03411310567471e-15,"6","GNAS"
"RPSA1",4.99100169255797e-20,0.522198670869473,0.386,0.178,1.30469775245158e-15,"6","RPSA"
"YWHAE1",5.90261547214903e-20,0.615756693437958,0.275,0.109,1.54300271057448e-15,"6","YWHAE"
"RPL36AL",6.98945461844529e-20,0.305524073351611,0.389,0.175,1.82711333180778e-15,"6","RPL36AL"
"SYNCRIP",7.90114708721275e-20,0.504815843817687,0.315,0.133,2.06543886006829e-15,"6","SYNCRIP"
"U2SURP",7.97965869720876e-20,0.447984899303224,0.333,0.143,2.08596258003734e-15,"6","U2SURP"
"COX7A2",9.10865645565516e-20,0.441015800960072,0.304,0.127,2.38109388407282e-15,"6","COX7A2"
"MTDH2",2.72929510417219e-19,0.682499977810441,0.466,0.244,7.13465033181651e-15,"6","MTDH"
"EEF1B2",2.92125690648916e-19,0.432701803361759,0.315,0.135,7.63645767925332e-15,"6","EEF1B2"
"PTPN1",6.32639193422323e-19,0.649043993968724,0.251,0.099,1.65378211552529e-14,"6","PTPN1"
"EDF1",7.47028934276103e-19,0.424332530609898,0.323,0.141,1.95280833709116e-14,"6","EDF1"
"ATP2A21",1.65035972454692e-18,0.383876323541584,0.272,0.112,4.31420535593811e-14,"6","ATP2A2"
"EIF3A2",1.87567122156178e-18,0.539978266768411,0.447,0.223,4.90319214028466e-14,"6","EIF3A"
"SDF4",2.4102646985218e-18,0.541400114767937,0.291,0.124,6.30067294840583e-14,"6","SDF4"
"PSME21",6.29585187504345e-18,0.385761490030029,0.437,0.218,1.64579863865511e-13,"6","PSME2"
"SRSF10",6.49066886237227e-18,0.411617127472158,0.278,0.116,1.69672574731274e-13,"6","SRSF10"
"H1FX1",7.94148279832632e-18,0.754969379156653,0.312,0.142,2.07598301831048e-13,"6","H1FX"
"EWSR11",8.56778424947377e-18,0.411183777393381,0.373,0.176,2.23970448065494e-13,"6","EWSR1"
"PSMB81",1.15078376114709e-17,0.520328666003942,0.384,0.185,3.00826383001461e-13,"6","PSMB8"
"HMGN2",1.46654121678831e-17,0.663476019948234,0.32,0.147,3.83368539480632e-13,"6","HMGN2"
"MT-ND5",2.42837637726783e-17,0.60599831454708,0.714,0.483,6.34801868781582e-13,"6","MT-ND5"
"PSMB1",3.59808747873968e-17,0.336912477460124,0.328,0.15,9.40576047817339e-13,"6","PSMB1"
"TMPO1",3.84837626532516e-17,0.70174980579821,0.288,0.13,1.00600403951865e-12,"6","TMPO"
"PDIA31",5.57504105614205e-17,0.416238260718202,0.503,0.271,1.45737148248609e-12,"6","PDIA3"
"ATP5B1",5.97995071842e-17,0.454622552808603,0.402,0.199,1.56321891730217e-12,"6","ATP5B"
"SNRPD2",6.03844385237919e-17,0.26158813873542,0.339,0.156,1.57850960745044e-12,"6","SNRPD2"
"SLC25A31",6.1699591771992e-17,0.396790347474205,0.415,0.207,1.61288902851164e-12,"6","SLC25A3"
"MT-CYB",7.03608139639331e-17,0.597267187201303,0.685,0.471,1.83930203783117e-12,"6","MT-CYB"
"XRCC51",1.23969134683115e-16,0.419517290948657,0.413,0.208,3.24067714975131e-12,"6","XRCC5"
"NUCKS11",2.01588572097937e-16,0.695935381336601,0.302,0.138,5.26972686321217e-12,"6","NUCKS1"
"UBALD21",2.5430811806585e-16,0.525057044980252,0.304,0.138,6.64786851435938e-12,"6","UBALD2"
"SERBP11",3.46427055504738e-16,0.431524388402547,0.368,0.18,9.05594965794936e-12,"6","SERBP1"
"LAP31",3.78299063791883e-16,0.351453224551208,0.349,0.165,9.88911582658362e-12,"6","LAP3"
"DDX46",5.04719794129435e-16,0.277590362726651,0.265,0.113,1.31938801383376e-11,"6","DDX46"
"EEF21",6.33799751591031e-16,0.508538018865619,0.664,0.423,1.65681593063412e-11,"6","EEF2"
"SLC38A101",7.4235146077255e-16,0.532951831641586,0.27,0.119,1.94058095360552e-11,"6","SLC38A10"
"FBXW7",7.91179293602877e-16,0.322552630704001,0.267,0.115,2.06822179140728e-11,"6","FBXW7"
"HIST1H1E1",7.98008040824789e-16,0.639169915667042,0.405,0.212,2.08607281952008e-11,"6","HIST1H1E"
"PSMB31",8.77165327215769e-16,0.370858437870416,0.259,0.112,2.29299788187474e-11,"6","PSMB3"
"LDHA1",1.1006607908063e-15,0.444984162272883,0.41,0.211,2.87723737324674e-11,"6","LDHA"
"PSMB4",1.41211003062453e-15,0.431227333444259,0.299,0.138,3.69139683105558e-11,"6","PSMB4"
"IL2RG1",2.38039409273293e-15,0.299974237587155,0.28,0.124,6.22258819781316e-11,"6","IL2RG"
"NDUFA4",2.38052271528884e-15,0.281791389377685,0.325,0.154,6.22292443003655e-11,"6","NDUFA4"
"ITGB71",3.20887869463367e-15,0.316632062083271,0.307,0.142,8.38832979564189e-11,"6","ITGB7"
"ATPIF1",3.8316420958244e-15,0.4577778641223,0.27,0.121,1.00162956026946e-10,"6","ATPIF1"
"ERP291",4.3689862456331e-15,0.428830782953388,0.368,0.183,1.14209669447095e-10,"6","ERP29"
"SLC9A3R11",4.52269637066016e-15,0.286460125145115,0.272,0.12,1.18227805825427e-10,"6","SLC9A3R1"
"MED13L1",4.63854540779801e-15,0.429764440131805,0.302,0.141,1.21256215505248e-10,"6","MED13L"
"HNRNPR",4.70705081693283e-15,0.453772670916116,0.328,0.158,1.23047015405441e-10,"6","HNRNPR"
"PBRM1",4.75547843904654e-15,0.429254966812682,0.259,0.114,1.24312961875116e-10,"6","PBRM1"
"SRSF3",5.14614308037267e-15,0.482193313021161,0.37,0.187,1.34525326264022e-10,"6","SRSF3"
"SET1",8.59237892150385e-15,0.418413877283664,0.402,0.209,2.24613377387032e-10,"6","SET"
"MT-CO3",1.06258756253582e-14,0.522873104674103,0.749,0.561,2.77771014722488e-10,"6","MT-CO3"
"DNM21",1.14057496977665e-14,0.535567228915435,0.267,0.122,2.98157702849315e-10,"6","DNM2"
"CTSH1",1.32987766530026e-14,0.394739871059913,0.251,0.111,3.47643320486141e-10,"6","CTSH"
"CRIP1",1.35418211205644e-14,0.71150657592853,0.265,0.122,3.53996745912673e-10,"6","CRIP1"
"HMGB21",1.7138686917397e-14,0.806881220668973,0.362,0.198,4.48022414707676e-10,"6","HMGB2"
"HSP90AB12",2.01448017757346e-14,0.389320834487965,0.513,0.292,5.26605263219479e-10,"6","HSP90AB1"
"COX6B11",2.02513415708295e-14,0.560091558132079,0.259,0.118,5.29390320003053e-10,"6","COX6B1"
"PPIA",4.39589075147501e-14,0.53155273636373,0.275,0.128,1.14912980134308e-09,"6","PPIA"
"HMGB11",5.87154774368865e-14,0.310447464635951,0.336,0.168,1.53488129567765e-09,"6","HMGB1"
"XRCC6",8.61743376828637e-14,0.360680185757287,0.296,0.141,2.25268336136774e-09,"6","XRCC6"
"PTBP1",1.03180412941697e-13,0.286560429586327,0.259,0.118,2.69723917470891e-09,"6","PTBP1"
"PSMD21",6.70388840315051e-13,0.440176809279222,0.278,0.134,1.75246346746757e-08,"6","PSMD2"
"EIF51",6.91322918028651e-13,0.342212445062896,0.378,0.2,1.8071872400187e-08,"6","EIF5"
"RPL41",8.01358557047304e-13,0.380264098319782,0.675,0.443,2.09483140397736e-08,"6","RPL4"
"WARS1",1.49199857694228e-12,0.553090791907079,0.307,0.157,3.90023347998481e-08,"6","WARS"
"C6orf106",1.80617975402488e-12,0.251009864952743,0.286,0.137,4.72153449499644e-08,"6","C6orf106"
"COPA1",2.24760697586679e-12,0.266826009911378,0.325,0.167,5.87546939561338e-08,"6","COPA"
"MT-ATP63",4.07983850629618e-12,0.441357429408555,0.759,0.601,1.06651058393089e-07,"6","MT-ATP6"
"RBM31",6.6865428379639e-12,0.284277332168194,0.352,0.186,1.74792916327214e-07,"6","RBM3"
"MT-CO21",7.73702853192499e-12,0.446947475977584,0.775,0.618,2.02253662853051e-07,"6","MT-CO2"
"ENSA",9.84446743637434e-12,0.41517575447216,0.275,0.137,2.57344223254262e-07,"6","ENSA"
"XRN1",1.07601827932377e-11,0.336026811130268,0.283,0.142,2.81281938398026e-07,"6","XRN1"
"MT-RNR11",2.14986289754687e-11,0.272359741831948,0.958,0.905,5.61995660047727e-07,"6","MT-RNR1"
"MT-ND61",6.09259650452827e-11,0.30514517252016,0.524,0.329,1.59266565224873e-06,"6","MT-ND6"
"RPL7A1",7.90702172016658e-11,0.26176435418033,0.563,0.355,2.06697454786875e-06,"6","RPL7A"
"ISG152",1.43102591938612e-10,0.25381363730592,0.574,0.362,3.74084485586724e-06,"6","ISG15"
"MT-ND41",1.89143971120467e-10,0.438713807736929,0.81,0.669,4.94441254906012e-06,"6","MT-ND4"
"DHX9",2.40014712423509e-10,0.259531533435497,0.265,0.135,6.27422459746294e-06,"6","DHX9"
"RAD211",5.94813955495316e-10,0.251830590896581,0.317,0.175,1.55490316106031e-05,"6","RAD21"
"MT-ND11",6.01979097552452e-09,0.336355465059383,0.799,0.633,0.000157363355891186,"6","MT-ND1"
"MT-ND23",2.16756368509893e-06,0.273185222084271,0.72,0.577,0.0566622822921712,"6","MT-ND2"
"ACTG13",3.00188699239539e-06,0.298375807678364,0.571,0.399,0.078472327868208,"6","ACTG1"
"MS4A1",0,5.86351664013195,0.802,0.024,0,"7","MS4A1"
"BANK1",0,5.63094698617991,0.491,0.013,0,"7","BANK1"
"CD79A",0,5.19411711655969,0.429,0.015,0,"7","CD79A"
"PAX5",0,5.26585438954375,0.41,0.011,0,"7","PAX5"
"CD22",0,5.12934864662323,0.309,0.007,0,"7","CD22"
"RALGPS2",2.59695646197845e-283,4.5881556341661,0.37,0.019,6.78870388725786e-279,"7","RALGPS2"
"IGHM",4.24319651520885e-181,2.15986780405236,0.645,0.114,1.10921400104074e-176,"7","IGHM"
"HLA-DQA1",2.14396058400324e-163,3.71286726466101,0.309,0.026,5.60452736264288e-159,"7","HLA-DQA1"
"TTN",2.61821228151951e-158,3.29147788272431,0.423,0.053,6.84426872512016e-154,"7","TTN"
"CD742",5.60891477212566e-148,2.35690628950283,0.938,0.446,1.46622641058137e-143,"7","CD74"
"HLA-DRA2",1.88290032855506e-129,2.42957115829959,0.75,0.225,4.92208974887579e-125,"7","HLA-DRA"
"SWAP70",3.25154524415045e-91,3.34458707413747,0.327,0.055,8.4998644227337e-87,"7","SWAP70"
"LTB1",3.95808683214949e-88,2.39361198249962,0.423,0.089,1.0346834787922e-83,"7","LTB"
"HLA-DRB12",9.94469468179982e-85,1.96520239600042,0.738,0.297,2.59964263676929e-80,"7","HLA-DRB1"
"SIK1",9.12718954870361e-84,3.28567016422064,0.256,0.036,2.38593861992661e-79,"7","SIK1"
"HLA-DPB11",8.74933769556566e-78,2.00641305512389,0.614,0.21,2.28716436699782e-73,"7","HLA-DPB1"
"BIRC31",1.24517473476364e-77,2.54220111209688,0.398,0.09,3.25501127414564e-73,"7","BIRC3"
"WDFY4",6.78504754458433e-64,2.85332219291615,0.275,0.053,1.77367927862979e-59,"7","WDFY4"
"HLA-DPA11",1.90628753920875e-59,1.87924969154608,0.546,0.201,4.98322625624558e-55,"7","HLA-DPA1"
"HLA-DMB",6.63794332912074e-53,2.73509671577019,0.256,0.054,1.73522476566545e-48,"7","HLA-DMB"
"MT-ND42",3.74759679081538e-47,1.0832778272861,0.895,0.667,9.79659277087049e-43,"7","MT-ND4"
"SEL1L31",4.83068388357633e-43,2.05854292906441,0.287,0.075,1.26278907400569e-38,"7","SEL1L3"
"BTG13",4.27079868693991e-38,1.45021455509525,0.657,0.368,1.11642948475296e-33,"7","BTG1"
"MALAT13",2.33496557556024e-37,0.609882364971622,1,0.96,6.10383351107202e-33,"7","MALAT1"
"RPS61",8.41617287294315e-36,0.933555368779198,0.843,0.611,2.20007175071607e-31,"7","RPS6"
"HLA-DRB51",5.11728224392797e-34,1.87673323139177,0.302,0.099,1.33770875138521e-29,"7","HLA-DRB5"
"FOXP11",9.39965916059817e-34,1.61349196158943,0.398,0.156,2.45716490117197e-29,"7","FOXP1"
"MT-CO31",6.23193392628742e-33,1.01202093502866,0.799,0.56,1.62908984767079e-28,"7","MT-CO3"
"RPL13A1",1.40722195618263e-32,1.03159772920962,0.769,0.543,3.67861891565702e-28,"7","RPL13A"
"PPM1K",5.92237236226514e-32,1.67789867791565,0.315,0.108,1.54816735921973e-27,"7","PPM1K"
"MT-ATP64",5.75707837540236e-31,0.905834915523619,0.818,0.6,1.50495785811393e-26,"7","MT-ATP6"
"TSC22D32",1.50670253811374e-30,1.31085555760709,0.546,0.278,3.93867110488313e-26,"7","TSC22D3"
"RPS52",1.89870737487011e-30,1.11379322790724,0.645,0.366,4.96341094864796e-26,"7","RPS5"
"EEF22",6.71605595218238e-30,1.02211239348297,0.685,0.424,1.75564418646e-25,"7","EEF2"
